"","variables","corTest","AUCtest","species","method","repid"
"Forest_Type1299","Forest_Type",0.0146,0.0032,"Thalictrum_simplex","rf",5
"Forest_Productivity1299","Forest_Productivity",0.0076,0.0028,"Thalictrum_simplex","rf",5
"SoilpH1299","SoilpH",0.1169,0.0542,"Thalictrum_simplex","rf",5
"roe_deer20151300","roe_deer2015",0,0,"Thalictrum_simplex","brt",1
"red_deer20151300","red_deer2015",5e-04,0.0062,"Thalictrum_simplex","brt",1
"moose20151300","moose2015",0.0011,0.0024,"Thalictrum_simplex","brt",1
"bio10_161300","bio10_16",0,0,"Thalictrum_simplex","brt",1
"bio12_161300","bio12_16",0.3432,0.2018,"Thalictrum_simplex","brt",1
"Forest_Type1300","Forest_Type",0,0,"Thalictrum_simplex","brt",1
"Forest_Productivity1300","Forest_Productivity",0,0,"Thalictrum_simplex","brt",1
"SoilpH1300","SoilpH",0.6533,0.4582,"Thalictrum_simplex","brt",1
"roe_deer20151301","roe_deer2015",0,0,"Thalictrum_simplex","brt",2
"red_deer20151301","red_deer2015",0.0161,0.014,"Thalictrum_simplex","brt",2
"moose20151301","moose2015",3e-04,0.0072,"Thalictrum_simplex","brt",2
"bio10_161301","bio10_16",0,6e-04,"Thalictrum_simplex","brt",2
"bio12_161301","bio12_16",0.2437,0.2594,"Thalictrum_simplex","brt",2
"Forest_Type1301","Forest_Type",0,0,"Thalictrum_simplex","brt",2
"Forest_Productivity1301","Forest_Productivity",0,0,"Thalictrum_simplex","brt",2
"SoilpH1301","SoilpH",0.7344,0.3862,"Thalictrum_simplex","brt",2
"roe_deer20151302","roe_deer2015",0,0,"Thalictrum_simplex","brt",3
"red_deer20151302","red_deer2015",7e-04,0.0228,"Thalictrum_simplex","brt",3
"moose20151302","moose2015",0.0012,0.0088,"Thalictrum_simplex","brt",3
"bio10_161302","bio10_16",0,0,"Thalictrum_simplex","brt",3
"bio12_161302","bio12_16",0.1879,0.2994,"Thalictrum_simplex","brt",3
"Forest_Type1302","Forest_Type",0,0,"Thalictrum_simplex","brt",3
"Forest_Productivity1302","Forest_Productivity",0,0,"Thalictrum_simplex","brt",3
"SoilpH1302","SoilpH",0.8306,0.3666,"Thalictrum_simplex","brt",3
"roe_deer20151303","roe_deer2015",0,0,"Thalictrum_simplex","brt",4
"red_deer20151303","red_deer2015",0.0051,0.0236,"Thalictrum_simplex","brt",4
"moose20151303","moose2015",1e-04,0.002,"Thalictrum_simplex","brt",4
"bio10_161303","bio10_16",0,0,"Thalictrum_simplex","brt",4
"bio12_161303","bio12_16",0.2464,0.2442,"Thalictrum_simplex","brt",4
"Forest_Type1303","Forest_Type",0,0,"Thalictrum_simplex","brt",4
"Forest_Productivity1303","Forest_Productivity",0,0,"Thalictrum_simplex","brt",4
"SoilpH1303","SoilpH",0.6805,0.3894,"Thalictrum_simplex","brt",4
"roe_deer20151304","roe_deer2015",0,0,"Thalictrum_simplex","brt",5
"red_deer20151304","red_deer2015",7e-04,0.0062,"Thalictrum_simplex","brt",5
"moose20151304","moose2015",0.0031,0.0032,"Thalictrum_simplex","brt",5
"bio10_161304","bio10_16",0,0,"Thalictrum_simplex","brt",5
"bio12_161304","bio12_16",0.2402,0.2186,"Thalictrum_simplex","brt",5
"Forest_Type1304","Forest_Type",0,0,"Thalictrum_simplex","brt",5
"Forest_Productivity1304","Forest_Productivity",0,0,"Thalictrum_simplex","brt",5
"SoilpH1304","SoilpH",0.6867,0.3906,"Thalictrum_simplex","brt",5
"roe_deer20151305","roe_deer2015",0.0068,0.0096,"Thalictrum_simplex","mda",1
"red_deer20151305","red_deer2015",0.0017,4e-04,"Thalictrum_simplex","mda",1
"moose20151305","moose2015",0.0184,0.0132,"Thalictrum_simplex","mda",1
"bio10_161305","bio10_16",0.028,0.0174,"Thalictrum_simplex","mda",1
"bio12_161305","bio12_16",0.3235,0.3936,"Thalictrum_simplex","mda",1
"Forest_Type1305","Forest_Type",0.2966,0.1008,"Thalictrum_simplex","mda",1
"Forest_Productivity1305","Forest_Productivity",0.0521,0.059,"Thalictrum_simplex","mda",1
"SoilpH1305","SoilpH",0.5088,0.3866,"Thalictrum_simplex","mda",1
"roe_deer20151306","roe_deer2015",0.0203,0.021,"Thalictrum_simplex","mda",2
"red_deer20151306","red_deer2015",4e-04,0.0016,"Thalictrum_simplex","mda",2
"moose20151306","moose2015",0.0155,0.0186,"Thalictrum_simplex","mda",2
"bio10_161306","bio10_16",0.0307,0.0238,"Thalictrum_simplex","mda",2
"bio12_161306","bio12_16",0.2249,0.2728,"Thalictrum_simplex","mda",2
"Forest_Type1306","Forest_Type",0.3531,0.0634,"Thalictrum_simplex","mda",2
"Forest_Productivity1306","Forest_Productivity",0.014,0.0138,"Thalictrum_simplex","mda",2
"SoilpH1306","SoilpH",0.4904,0.3052,"Thalictrum_simplex","mda",2
"roe_deer20151307","roe_deer2015",0.0091,0.0268,"Thalictrum_simplex","mda",3
"red_deer20151307","red_deer2015",0.0014,0.0046,"Thalictrum_simplex","mda",3
"moose20151307","moose2015",0.0185,0.0104,"Thalictrum_simplex","mda",3
"bio10_161307","bio10_16",0.0067,0.0136,"Thalictrum_simplex","mda",3
"bio12_161307","bio12_16",0.304,0.3898,"Thalictrum_simplex","mda",3
"Forest_Type1307","Forest_Type",0.2229,0.0266,"Thalictrum_simplex","mda",3
"Forest_Productivity1307","Forest_Productivity",0.0271,0.0214,"Thalictrum_simplex","mda",3
"SoilpH1307","SoilpH",0.6028,0.336,"Thalictrum_simplex","mda",3
"roe_deer20151308","roe_deer2015",0.0369,0.0184,"Thalictrum_simplex","mda",4
"red_deer20151308","red_deer2015",6e-04,0.002,"Thalictrum_simplex","mda",4
"moose20151308","moose2015",0.0177,0.0258,"Thalictrum_simplex","mda",4
"bio10_161308","bio10_16",0.148,0.0562,"Thalictrum_simplex","mda",4
"bio12_161308","bio12_16",0.3383,0.3922,"Thalictrum_simplex","mda",4
"Forest_Type1308","Forest_Type",0.1432,0.0444,"Thalictrum_simplex","mda",4
"Forest_Productivity1308","Forest_Productivity",0.0213,0.0254,"Thalictrum_simplex","mda",4
"SoilpH1308","SoilpH",0.6514,0.5288,"Thalictrum_simplex","mda",4
"roe_deer20151309","roe_deer2015",0.0068,0.0066,"Thalictrum_simplex","mda",5
"red_deer20151309","red_deer2015",0.0028,4e-04,"Thalictrum_simplex","mda",5
"moose20151309","moose2015",0.0197,0.0072,"Thalictrum_simplex","mda",5
"bio10_161309","bio10_16",0.0044,0.0044,"Thalictrum_simplex","mda",5
"bio12_161309","bio12_16",0.3613,0.431,"Thalictrum_simplex","mda",5
"Forest_Type1309","Forest_Type",0.2667,0.0344,"Thalictrum_simplex","mda",5
"Forest_Productivity1309","Forest_Productivity",0.0271,0.0148,"Thalictrum_simplex","mda",5
"SoilpH1309","SoilpH",0.4901,0.3362,"Thalictrum_simplex","mda",5
"roe_deer20151310","roe_deer2015",0.0073,0.006,"Thalictrum_simplex","fda",1
"red_deer20151310","red_deer2015",0.0018,0.002,"Thalictrum_simplex","fda",1
"moose20151310","moose2015",0.0179,0.0086,"Thalictrum_simplex","fda",1
"bio10_161310","bio10_16",0.029,0.02,"Thalictrum_simplex","fda",1
"bio12_161310","bio12_16",0.226,0.2006,"Thalictrum_simplex","fda",1
"Forest_Type1310","Forest_Type",0.0643,0.0276,"Thalictrum_simplex","fda",1
"Forest_Productivity1310","Forest_Productivity",0.0409,0.0286,"Thalictrum_simplex","fda",1
"SoilpH1310","SoilpH",0.7113,0.5112,"Thalictrum_simplex","fda",1
"roe_deer20151311","roe_deer2015",0.0112,0.0096,"Thalictrum_simplex","fda",2
"red_deer20151311","red_deer2015",0.0012,2e-04,"Thalictrum_simplex","fda",2
"moose20151311","moose2015",0.0118,0.0062,"Thalictrum_simplex","fda",2
"bio10_161311","bio10_16",0.0462,0.0136,"Thalictrum_simplex","fda",2
"bio12_161311","bio12_16",0.1338,0.1924,"Thalictrum_simplex","fda",2
"Forest_Type1311","Forest_Type",0.0342,0.025,"Thalictrum_simplex","fda",2
"Forest_Productivity1311","Forest_Productivity",0.0191,0.0012,"Thalictrum_simplex","fda",2
"SoilpH1311","SoilpH",0.8347,0.4874,"Thalictrum_simplex","fda",2
"roe_deer20151312","roe_deer2015",0.0039,0.0042,"Thalictrum_simplex","fda",3
"red_deer20151312","red_deer2015",0.0018,8e-04,"Thalictrum_simplex","fda",3
"moose20151312","moose2015",0.0121,0.001,"Thalictrum_simplex","fda",3
"bio10_161312","bio10_16",0.0239,0.02,"Thalictrum_simplex","fda",3
"bio12_161312","bio12_16",0.1944,0.2586,"Thalictrum_simplex","fda",3
"Forest_Type1312","Forest_Type",0.0461,0.001,"Thalictrum_simplex","fda",3
"Forest_Productivity1312","Forest_Productivity",0.0278,0.0226,"Thalictrum_simplex","fda",3
"SoilpH1312","SoilpH",0.7913,0.4464,"Thalictrum_simplex","fda",3
"roe_deer20151313","roe_deer2015",0.0152,0.0142,"Thalictrum_simplex","fda",4
"red_deer20151313","red_deer2015",0.0094,2e-04,"Thalictrum_simplex","fda",4
"moose20151313","moose2015",0.0075,0.0038,"Thalictrum_simplex","fda",4
"bio10_161313","bio10_16",0.0455,0.0106,"Thalictrum_simplex","fda",4
"bio12_161313","bio12_16",0.2411,0.276,"Thalictrum_simplex","fda",4
"Forest_Type1313","Forest_Type",0.0527,0.0166,"Thalictrum_simplex","fda",4
"Forest_Productivity1313","Forest_Productivity",0.0124,0.0172,"Thalictrum_simplex","fda",4
"SoilpH1313","SoilpH",0.7808,0.485,"Thalictrum_simplex","fda",4
"roe_deer20151314","roe_deer2015",0.0027,0.006,"Thalictrum_simplex","fda",5
"red_deer20151314","red_deer2015",0.0054,0.0016,"Thalictrum_simplex","fda",5
"moose20151314","moose2015",0.0161,0.0032,"Thalictrum_simplex","fda",5
"bio10_161314","bio10_16",0.0088,0.012,"Thalictrum_simplex","fda",5
"bio12_161314","bio12_16",0.246,0.2802,"Thalictrum_simplex","fda",5
"Forest_Type1314","Forest_Type",0.028,0.0148,"Thalictrum_simplex","fda",5
"Forest_Productivity1314","Forest_Productivity",0.0251,0.0152,"Thalictrum_simplex","fda",5
"SoilpH1314","SoilpH",0.6875,0.4114,"Thalictrum_simplex","fda",5
"roe_deer20151315","roe_deer2015",0.0227,4e-04,"Thelotrema_macrosporum","glm",1
"red_deer20151315","red_deer2015",0.0039,0,"Thelotrema_macrosporum","glm",1
"moose20151315","moose2015",0.8434,0.4134,"Thelotrema_macrosporum","glm",1
"bio10_161315","bio10_16",0.5254,0.0808,"Thelotrema_macrosporum","glm",1
"bio12_161315","bio12_16",0.001,0,"Thelotrema_macrosporum","glm",1
"Forest_Type1315","Forest_Type",0.0389,0.0312,"Thelotrema_macrosporum","glm",1
"Forest_Productivity1315","Forest_Productivity",0.1279,0.2252,"Thelotrema_macrosporum","glm",1
"SoilpH1315","SoilpH",0.2091,0.0102,"Thelotrema_macrosporum","glm",1
"roe_deer20151316","roe_deer2015",0.0027,0.0018,"Thelotrema_macrosporum","glm",2
"red_deer20151316","red_deer2015",0.0313,0.0052,"Thelotrema_macrosporum","glm",2
"moose20151316","moose2015",0.9337,0.7238,"Thelotrema_macrosporum","glm",2
"bio10_161316","bio10_16",0.6106,0.094,"Thelotrema_macrosporum","glm",2
"bio12_161316","bio12_16",0.1627,0.0032,"Thelotrema_macrosporum","glm",2
"Forest_Type1316","Forest_Type",0.0165,0.0098,"Thelotrema_macrosporum","glm",2
"Forest_Productivity1316","Forest_Productivity",0.2687,0.0676,"Thelotrema_macrosporum","glm",2
"SoilpH1316","SoilpH",0.4463,0.0562,"Thelotrema_macrosporum","glm",2
"roe_deer20151317","roe_deer2015",0.0281,0.0012,"Thelotrema_macrosporum","glm",3
"red_deer20151317","red_deer2015",0.0011,0,"Thelotrema_macrosporum","glm",3
"moose20151317","moose2015",0.8811,0.4384,"Thelotrema_macrosporum","glm",3
"bio10_161317","bio10_16",0.5458,0.1056,"Thelotrema_macrosporum","glm",3
"bio12_161317","bio12_16",0.0794,8e-04,"Thelotrema_macrosporum","glm",3
"Forest_Type1317","Forest_Type",0.0955,2e-04,"Thelotrema_macrosporum","glm",3
"Forest_Productivity1317","Forest_Productivity",0.1761,0.2544,"Thelotrema_macrosporum","glm",3
"SoilpH1317","SoilpH",0.1398,0.0098,"Thelotrema_macrosporum","glm",3
"roe_deer20151318","roe_deer2015",0.0699,0.0062,"Thelotrema_macrosporum","glm",4
"red_deer20151318","red_deer2015",0.0243,0,"Thelotrema_macrosporum","glm",4
"moose20151318","moose2015",0.8531,0.6426,"Thelotrema_macrosporum","glm",4
"bio10_161318","bio10_16",0.4177,0.1136,"Thelotrema_macrosporum","glm",4
"bio12_161318","bio12_16",1e-04,2e-04,"Thelotrema_macrosporum","glm",4
"Forest_Type1318","Forest_Type",0.0671,0.031,"Thelotrema_macrosporum","glm",4
"Forest_Productivity1318","Forest_Productivity",0.2209,0.2206,"Thelotrema_macrosporum","glm",4
"SoilpH1318","SoilpH",0.2895,0.044,"Thelotrema_macrosporum","glm",4
"roe_deer20151319","roe_deer2015",0.0198,0.005,"Thelotrema_macrosporum","glm",5
"red_deer20151319","red_deer2015",0.0016,0,"Thelotrema_macrosporum","glm",5
"moose20151319","moose2015",0.955,0.601,"Thelotrema_macrosporum","glm",5
"bio10_161319","bio10_16",0.4453,0.0452,"Thelotrema_macrosporum","glm",5
"bio12_161319","bio12_16",9e-04,4e-04,"Thelotrema_macrosporum","glm",5
"Forest_Type1319","Forest_Type",0.1829,0.0426,"Thelotrema_macrosporum","glm",5
"Forest_Productivity1319","Forest_Productivity",0.1678,0.1572,"Thelotrema_macrosporum","glm",5
"SoilpH1319","SoilpH",0.2591,0.0082,"Thelotrema_macrosporum","glm",5
"roe_deer20151320","roe_deer2015",0.5568,0.6118,"Thelotrema_macrosporum","gam",1
"red_deer20151320","red_deer2015",0,0,"Thelotrema_macrosporum","gam",1
"moose20151320","moose2015",0.5251,0.4808,"Thelotrema_macrosporum","gam",1
"bio10_161320","bio10_16",0.4234,0.0144,"Thelotrema_macrosporum","gam",1
"bio12_161320","bio12_16",0.6569,0.807,"Thelotrema_macrosporum","gam",1
"Forest_Type1320","Forest_Type",0,0,"Thelotrema_macrosporum","gam",1
"Forest_Productivity1320","Forest_Productivity",0.0439,0,"Thelotrema_macrosporum","gam",1
"SoilpH1320","SoilpH",0.2363,0.032,"Thelotrema_macrosporum","gam",1
"roe_deer20151321","roe_deer2015",0.5798,0.5578,"Thelotrema_macrosporum","gam",2
"red_deer20151321","red_deer2015",0.3394,0.0134,"Thelotrema_macrosporum","gam",2
"moose20151321","moose2015",0.9083,0.9278,"Thelotrema_macrosporum","gam",2
"bio10_161321","bio10_16",0.1131,0.0098,"Thelotrema_macrosporum","gam",2
"bio12_161321","bio12_16",0.4821,0.0142,"Thelotrema_macrosporum","gam",2
"Forest_Type1321","Forest_Type",0.0462,0.129,"Thelotrema_macrosporum","gam",2
"Forest_Productivity1321","Forest_Productivity",0.2715,0.2232,"Thelotrema_macrosporum","gam",2
"SoilpH1321","SoilpH",0.5753,0.1018,"Thelotrema_macrosporum","gam",2
"roe_deer20151322","roe_deer2015",0.0347,0.0012,"Thelotrema_macrosporum","gam",3
"red_deer20151322","red_deer2015",0.1719,0.02,"Thelotrema_macrosporum","gam",3
"moose20151322","moose2015",0.2292,0.0184,"Thelotrema_macrosporum","gam",3
"bio10_161322","bio10_16",0.6187,0.0686,"Thelotrema_macrosporum","gam",3
"bio12_161322","bio12_16",0.8998,0.8962,"Thelotrema_macrosporum","gam",3
"Forest_Type1322","Forest_Type",0.1275,0.0092,"Thelotrema_macrosporum","gam",3
"Forest_Productivity1322","Forest_Productivity",0.3319,0.3468,"Thelotrema_macrosporum","gam",3
"SoilpH1322","SoilpH",0.2403,0.03,"Thelotrema_macrosporum","gam",3
"roe_deer20151323","roe_deer2015",0.0241,0,"Thelotrema_macrosporum","gam",4
"red_deer20151323","red_deer2015",0.1397,0,"Thelotrema_macrosporum","gam",4
"moose20151323","moose2015",0.6103,0.2586,"Thelotrema_macrosporum","gam",4
"bio10_161323","bio10_16",0.2569,0.0508,"Thelotrema_macrosporum","gam",4
"bio12_161323","bio12_16",0.2965,0.0168,"Thelotrema_macrosporum","gam",4
"Forest_Type1323","Forest_Type",0.0435,0.0472,"Thelotrema_macrosporum","gam",4
"Forest_Productivity1323","Forest_Productivity",0.2682,0.2488,"Thelotrema_macrosporum","gam",4
"SoilpH1323","SoilpH",0.3373,0.1584,"Thelotrema_macrosporum","gam",4
"roe_deer20151324","roe_deer2015",NA,NA,"Thelotrema_macrosporum","gam",5
"red_deer20151324","red_deer2015",NA,NA,"Thelotrema_macrosporum","gam",5
"moose20151324","moose2015",NA,NA,"Thelotrema_macrosporum","gam",5
"bio10_161324","bio10_16",NA,NA,"Thelotrema_macrosporum","gam",5
"bio12_161324","bio12_16",NA,NA,"Thelotrema_macrosporum","gam",5
"Forest_Type1324","Forest_Type",NA,NA,"Thelotrema_macrosporum","gam",5
"Forest_Productivity1324","Forest_Productivity",NA,NA,"Thelotrema_macrosporum","gam",5
"SoilpH1324","SoilpH",NA,NA,"Thelotrema_macrosporum","gam",5
"roe_deer20151325","roe_deer2015",0.0191,0,"Thelotrema_macrosporum","rf",1
"red_deer20151325","red_deer2015",0.0464,0,"Thelotrema_macrosporum","rf",1
"moose20151325","moose2015",0.1701,0.0052,"Thelotrema_macrosporum","rf",1
"bio10_161325","bio10_16",0.2074,0.019,"Thelotrema_macrosporum","rf",1
"bio12_161325","bio12_16",0.0922,2e-04,"Thelotrema_macrosporum","rf",1
"Forest_Type1325","Forest_Type",0.005,0,"Thelotrema_macrosporum","rf",1
"Forest_Productivity1325","Forest_Productivity",0.0024,0,"Thelotrema_macrosporum","rf",1
"SoilpH1325","SoilpH",0.0674,0.001,"Thelotrema_macrosporum","rf",1
"roe_deer20151326","roe_deer2015",0.0246,0.0122,"Thelotrema_macrosporum","rf",2
"red_deer20151326","red_deer2015",0.0659,0.0302,"Thelotrema_macrosporum","rf",2
"moose20151326","moose2015",0.298,0.0766,"Thelotrema_macrosporum","rf",2
"bio10_161326","bio10_16",0.3591,0.0452,"Thelotrema_macrosporum","rf",2
"bio12_161326","bio12_16",0.1203,0.0168,"Thelotrema_macrosporum","rf",2
"Forest_Type1326","Forest_Type",0.0074,0.0058,"Thelotrema_macrosporum","rf",2
"Forest_Productivity1326","Forest_Productivity",0.0016,0.0024,"Thelotrema_macrosporum","rf",2
"SoilpH1326","SoilpH",0.0812,0.0196,"Thelotrema_macrosporum","rf",2
"roe_deer20151327","roe_deer2015",0.02,0.0064,"Thelotrema_macrosporum","rf",3
"red_deer20151327","red_deer2015",0.0412,0.011,"Thelotrema_macrosporum","rf",3
"moose20151327","moose2015",0.1518,0.0176,"Thelotrema_macrosporum","rf",3
"bio10_161327","bio10_16",0.2492,0.0158,"Thelotrema_macrosporum","rf",3
"bio12_161327","bio12_16",0.0832,0.0012,"Thelotrema_macrosporum","rf",3
"Forest_Type1327","Forest_Type",0.009,0.0064,"Thelotrema_macrosporum","rf",3
"Forest_Productivity1327","Forest_Productivity",0.0024,0.001,"Thelotrema_macrosporum","rf",3
"SoilpH1327","SoilpH",0.0517,0.0126,"Thelotrema_macrosporum","rf",3
"roe_deer20151328","roe_deer2015",0.0281,8e-04,"Thelotrema_macrosporum","rf",4
"red_deer20151328","red_deer2015",0.0426,0.005,"Thelotrema_macrosporum","rf",4
"moose20151328","moose2015",0.1208,0.0214,"Thelotrema_macrosporum","rf",4
"bio10_161328","bio10_16",0.2596,0.0214,"Thelotrema_macrosporum","rf",4
"bio12_161328","bio12_16",0.0517,0.0046,"Thelotrema_macrosporum","rf",4
"Forest_Type1328","Forest_Type",0.0087,0,"Thelotrema_macrosporum","rf",4
"Forest_Productivity1328","Forest_Productivity",0.0075,0,"Thelotrema_macrosporum","rf",4
"SoilpH1328","SoilpH",0.0708,0.0062,"Thelotrema_macrosporum","rf",4
"roe_deer20151329","roe_deer2015",0.0141,0,"Thelotrema_macrosporum","rf",5
"red_deer20151329","red_deer2015",0.1029,0,"Thelotrema_macrosporum","rf",5
"moose20151329","moose2015",0.1444,0,"Thelotrema_macrosporum","rf",5
"bio10_161329","bio10_16",0.1557,0.0048,"Thelotrema_macrosporum","rf",5
"bio12_161329","bio12_16",0.0703,0,"Thelotrema_macrosporum","rf",5
"Forest_Type1329","Forest_Type",0.0308,0,"Thelotrema_macrosporum","rf",5
"Forest_Productivity1329","Forest_Productivity",0.0018,0,"Thelotrema_macrosporum","rf",5
"SoilpH1329","SoilpH",0.0445,0,"Thelotrema_macrosporum","rf",5
"roe_deer20151330","roe_deer2015",0,0,"Thelotrema_macrosporum","brt",1
"red_deer20151330","red_deer2015",0.6369,0.0396,"Thelotrema_macrosporum","brt",1
"moose20151330","moose2015",0.0112,0.0164,"Thelotrema_macrosporum","brt",1
"bio10_161330","bio10_16",0.0028,0.0122,"Thelotrema_macrosporum","brt",1
"bio12_161330","bio12_16",0.1242,0.1402,"Thelotrema_macrosporum","brt",1
"Forest_Type1330","Forest_Type",0,0,"Thelotrema_macrosporum","brt",1
"Forest_Productivity1330","Forest_Productivity",0,0,"Thelotrema_macrosporum","brt",1
"SoilpH1330","SoilpH",0,0,"Thelotrema_macrosporum","brt",1
"roe_deer20151331","roe_deer2015",0,0,"Thelotrema_macrosporum","brt",2
"red_deer20151331","red_deer2015",0.1086,0.0254,"Thelotrema_macrosporum","brt",2
"moose20151331","moose2015",0.511,0.0956,"Thelotrema_macrosporum","brt",2
"bio10_161331","bio10_16",0.0321,0.012,"Thelotrema_macrosporum","brt",2
"bio12_161331","bio12_16",0.0555,0.1596,"Thelotrema_macrosporum","brt",2
"Forest_Type1331","Forest_Type",0,0,"Thelotrema_macrosporum","brt",2
"Forest_Productivity1331","Forest_Productivity",0,0,"Thelotrema_macrosporum","brt",2
"SoilpH1331","SoilpH",0,0,"Thelotrema_macrosporum","brt",2
"roe_deer20151332","roe_deer2015",0,0,"Thelotrema_macrosporum","brt",3
"red_deer20151332","red_deer2015",0.1957,0.0236,"Thelotrema_macrosporum","brt",3
"moose20151332","moose2015",0.0605,0.0904,"Thelotrema_macrosporum","brt",3
"bio10_161332","bio10_16",0.0154,0.0162,"Thelotrema_macrosporum","brt",3
"bio12_161332","bio12_16",0.1796,0.008,"Thelotrema_macrosporum","brt",3
"Forest_Type1332","Forest_Type",0,0,"Thelotrema_macrosporum","brt",3
"Forest_Productivity1332","Forest_Productivity",0,0,"Thelotrema_macrosporum","brt",3
"SoilpH1332","SoilpH",0,0,"Thelotrema_macrosporum","brt",3
"roe_deer20151333","roe_deer2015",0,0,"Thelotrema_macrosporum","brt",4
"red_deer20151333","red_deer2015",0.3358,0.0334,"Thelotrema_macrosporum","brt",4
"moose20151333","moose2015",0.252,0.0918,"Thelotrema_macrosporum","brt",4
"bio10_161333","bio10_16",6e-04,0.0068,"Thelotrema_macrosporum","brt",4
"bio12_161333","bio12_16",0.0311,0.1778,"Thelotrema_macrosporum","brt",4
"Forest_Type1333","Forest_Type",0,0,"Thelotrema_macrosporum","brt",4
"Forest_Productivity1333","Forest_Productivity",0,0,"Thelotrema_macrosporum","brt",4
"SoilpH1333","SoilpH",0,0,"Thelotrema_macrosporum","brt",4
"roe_deer20151334","roe_deer2015",0,0,"Thelotrema_macrosporum","brt",5
"red_deer20151334","red_deer2015",0.0846,0.0082,"Thelotrema_macrosporum","brt",5
"moose20151334","moose2015",0.0843,0.0054,"Thelotrema_macrosporum","brt",5
"bio10_161334","bio10_16",0.0205,0.005,"Thelotrema_macrosporum","brt",5
"bio12_161334","bio12_16",0.2533,0.0144,"Thelotrema_macrosporum","brt",5
"Forest_Type1334","Forest_Type",0,0,"Thelotrema_macrosporum","brt",5
"Forest_Productivity1334","Forest_Productivity",0,0,"Thelotrema_macrosporum","brt",5
"SoilpH1334","SoilpH",0,0,"Thelotrema_macrosporum","brt",5
"roe_deer20151335","roe_deer2015",0.1038,0.0046,"Thelotrema_macrosporum","mda",1
"red_deer20151335","red_deer2015",0.1636,0,"Thelotrema_macrosporum","mda",1
"moose20151335","moose2015",0.1711,0.0532,"Thelotrema_macrosporum","mda",1
"bio10_161335","bio10_16",0.1278,0.0152,"Thelotrema_macrosporum","mda",1
"bio12_161335","bio12_16",0.8085,0.5446,"Thelotrema_macrosporum","mda",1
"Forest_Type1335","Forest_Type",0.2096,0.0388,"Thelotrema_macrosporum","mda",1
"Forest_Productivity1335","Forest_Productivity",0.062,0.0014,"Thelotrema_macrosporum","mda",1
"SoilpH1335","SoilpH",0.1285,0.0142,"Thelotrema_macrosporum","mda",1
"roe_deer20151336","roe_deer2015",0.03,0.0078,"Thelotrema_macrosporum","mda",2
"red_deer20151336","red_deer2015",0.3855,0.1338,"Thelotrema_macrosporum","mda",2
"moose20151336","moose2015",0.0991,0.0142,"Thelotrema_macrosporum","mda",2
"bio10_161336","bio10_16",0.1425,0.0204,"Thelotrema_macrosporum","mda",2
"bio12_161336","bio12_16",0.5378,0.3466,"Thelotrema_macrosporum","mda",2
"Forest_Type1336","Forest_Type",0.0646,0.0142,"Thelotrema_macrosporum","mda",2
"Forest_Productivity1336","Forest_Productivity",0.1114,0.0106,"Thelotrema_macrosporum","mda",2
"SoilpH1336","SoilpH",0.0743,0.0112,"Thelotrema_macrosporum","mda",2
"roe_deer20151337","roe_deer2015",0.0596,0.004,"Thelotrema_macrosporum","mda",3
"red_deer20151337","red_deer2015",0.4658,0.0586,"Thelotrema_macrosporum","mda",3
"moose20151337","moose2015",0.1246,0.0148,"Thelotrema_macrosporum","mda",3
"bio10_161337","bio10_16",0.176,0.0132,"Thelotrema_macrosporum","mda",3
"bio12_161337","bio12_16",0.4044,0.1498,"Thelotrema_macrosporum","mda",3
"Forest_Type1337","Forest_Type",0.0265,0.0076,"Thelotrema_macrosporum","mda",3
"Forest_Productivity1337","Forest_Productivity",0.0773,0.0116,"Thelotrema_macrosporum","mda",3
"SoilpH1337","SoilpH",0.0525,0.0096,"Thelotrema_macrosporum","mda",3
"roe_deer20151338","roe_deer2015",0.1032,0.0126,"Thelotrema_macrosporum","mda",4
"red_deer20151338","red_deer2015",0.7163,0,"Thelotrema_macrosporum","mda",4
"moose20151338","moose2015",0.0297,0.0144,"Thelotrema_macrosporum","mda",4
"bio10_161338","bio10_16",0.0629,0.064,"Thelotrema_macrosporum","mda",4
"bio12_161338","bio12_16",0.6028,0.4528,"Thelotrema_macrosporum","mda",4
"Forest_Type1338","Forest_Type",0.0427,0.0174,"Thelotrema_macrosporum","mda",4
"Forest_Productivity1338","Forest_Productivity",0.2375,0.0014,"Thelotrema_macrosporum","mda",4
"SoilpH1338","SoilpH",0.018,0.012,"Thelotrema_macrosporum","mda",4
"roe_deer20151339","roe_deer2015",0.015,0.0044,"Thelotrema_macrosporum","mda",5
"red_deer20151339","red_deer2015",0.7256,0.0942,"Thelotrema_macrosporum","mda",5
"moose20151339","moose2015",0.0238,0.0038,"Thelotrema_macrosporum","mda",5
"bio10_161339","bio10_16",0.0414,0.0034,"Thelotrema_macrosporum","mda",5
"bio12_161339","bio12_16",0.119,0.0296,"Thelotrema_macrosporum","mda",5
"Forest_Type1339","Forest_Type",0.0339,0.0014,"Thelotrema_macrosporum","mda",5
"Forest_Productivity1339","Forest_Productivity",0.0502,0.0012,"Thelotrema_macrosporum","mda",5
"SoilpH1339","SoilpH",0.0305,0,"Thelotrema_macrosporum","mda",5
"roe_deer20151340","roe_deer2015",0.0235,0.011,"Thelotrema_macrosporum","fda",1
"red_deer20151340","red_deer2015",0.9999,0.1024,"Thelotrema_macrosporum","fda",1
"moose20151340","moose2015",0.0164,0.0024,"Thelotrema_macrosporum","fda",1
